	Year	Lag1	Lag2	Volume	Today	Direction			LD1		LD1Lag1	LD1Lag2	Score	-0.001008638		Group Means					?^-1 (mu_up - mu_down)			Lag1_unscaled	Lag2_unscaled	Raw Score	Lag1Scale	Lag2Scale			-8.70246E-05	0.086316562
11	2001	0.287	1.303	1.309	-0.498	Down		|?|	2.285404		-0.184259453	-0.669128678	-0.853388131											-0.015897788	-0.057731988	-0.073629776	-0.183171843	-0.667832009	0.00	0.00		
12	2001	-0.498	0.287	1.258	-0.189	Down		?			0.319725462	-0.147382909	0.172342553											0.02758571	-0.012716102	0.014869608	0.320595879	-0.146311168	0.00	0.00		
13	2001	-0.189	-0.498	1.098	0.68	Up		1.512077308	-0.032092355		0.121341591	0.255737591	0.377079182											0.010469275	0.022064873	0.032534149	0.122297502	0.256635544	0.00	0.00		
14	2001	0.68	-0.189	1.0531	0.701	Up		-0.032092355	1.512114565		-0.43657292	0.097057038	-0.339515882											-0.037667234	0.008374018	-0.029293216	-0.435376576	0.098023399	0.00	0.00		
15	2001	0.701	0.68	1.1498	-0.562	Down					-0.450055319	-0.349199924	-0.799255243											-0.038830487	-0.030128743	-0.06895923	-0.448853165	-0.348041178	0.00	0.00		
16	2001	-0.562	0.701	1.2953	0.546	Up		?^-1			0.360814678	-0.359984039	0.000830639											0.031130861	-0.031059189	7.16719E-05	0.361667388	-0.358820645	0.00	0.00		
17	2001	0.546	-0.562	1.1188	-1.747	Down		0.66163988	0.01404231		-0.350542374	0.288603467	-0.061938907											-0.030244573	0.02490052	-0.005344053	-0.349383105	0.289487251	0.00	0.00		
18	2001	-1.747	0.546	1.0484	0.359	Up		0.01404231	0.66162358		1.121607193	-0.280386998	0.841220195											0.096771556	-0.024191608	0.072579947	1.122132039	-0.279257918	0.00	0.00		
19	2001	0.359	-1.747	1.013	-0.151	Down					-0.230484821	0.897135687	0.666650866											-0.019886084	0.077404285	0.057518201	-0.22937729	0.897757129	0.00	0.00		
20	2001	-0.151	0.359	1.0596	-0.841	Down					0.096944869	-0.184357019	-0.08741215											0.008364342	-0.015906204	-0.007541862	0.097911294	-0.183269338	0.00	0.00		
21	2001	-0.841	-0.151	1.1583	-0.623	Down		1.000	0.000		0.539937979	0.077542924	0.617480903											0.046585506	0.006690353	0.053275859	0.540713496	0.078517698	0.00	0.00		
22	2001	-0.623	-0.841	1.1072	-1.334	Down		0.000	1.000		0.399977837	0.431878141	0.831855978											0.034509833	0.037262166	0.071771999	0.40081367	0.432700159	0.00	0.00		
23	2001	-1.334	-0.623	1.0755	1.183	Up					0.856453346	0.319928754	1.1763821											0.07389425	0.027603245	0.101497495	0.85709246	0.320799033	0.00	0.00		
24	2001	1.183	-1.334	1.0391	-0.865	Down		?^-1 (mu_up - mu_down)			-0.759508477	0.685048086	-0.074460391											-0.065529909	0.059105504	-0.006424404	-0.758172964	0.68576096	0.00	0.00		
25	2001	-0.865	1.183	1.0752	-0.218	Down		-0.055392991	-0.044306975		0.555346435	-0.607505162	-0.052158727											0.047914937	-0.052415151	-0.004500214	0.556115311	-0.606235059	0.00	0.00		
26	2001	-0.218	-0.865	1.1503	0.812	Up					0.139960142	0.444202845	0.584162987											0.012075672	0.038325533	0.050401205	0.140908029	0.445019549	0.00	0.00		
27	2001	0.812	-0.218	1.1537	-1.891	Down					-0.521319428	0.111949387	-0.409370041											-0.044979109	0.00965892	-0.035320188	-0.520086562	0.112909328	0.00	0.00		
28	2001	-1.891	0.812	1.2572	-1.736	Down					1.214057929	-0.416985792	0.797072137											0.104748146	-0.035977263	0.068770883	1.214542934	-0.415797823	0.00	0.00		
29	2001	-1.736	-1.891	1.1122	-1.851	Down					1.114544984	0.971083906	2.08562889											0.096162233	0.083784489	0.179946722	1.115072874	0.971673468	0.00	0.00		
30	2001	-1.851	-1.736	1.2085	-0.195	Down					1.188377169	0.891486865	2.079864034											0.102532427	0.076916908	0.179449334	1.188873241	0.892110741	0.00	0.00		
31	2001	-0.195	-1.851	1.3659	-0.556	Down					0.125193705	0.950542734	1.075736439											0.010801633	0.08201221	0.092813843	0.126147956	0.951141152	0.00	0.00		
32	2001	-0.556	-0.195	1.2313	1.749	Up					0.356962564	0.100138214	0.457100778											0.030798503	0.00863986	0.039438363	0.357816934	0.101103246	0.00	0.00		
33	2001	1.749	-0.556	1.1308	-0.766	Down					-1.122891231	0.285522291	-0.83736894											-0.096882342	0.024634678	-0.072247664	-1.121399118	0.286407403	0.00	0.00		
34	2001	-0.766	1.749	1.1141	-1.431	Down					0.491786554	-0.898162746	-0.406376192											0.042431031	-0.077492899	-0.035061867	0.492582822	-0.896767338	0.00	0.00		
35	2001	-1.431	-0.766	1.2253	0.104	Up					0.918729189	0.393363444	1.312092633											0.07926737	0.033939143	0.113206513	0.919341466	0.394202065	0.00	0.00		
36	2001	0.104	-1.431	1.2949	-0.568	Down					-0.066769976	0.734860428	0.668090452											-0.005760871	0.063403281	0.05764241	-0.065732998	0.735551828	0.00	0.00		
37	2001	-0.568	0.104	1.294	0.586	Up					0.364666792	-0.053407047	0.311259745											0.031463219	-0.004607925	0.026855294	0.365517842	-0.05237582	0.00	0.00		
38	2001	0.586	-0.568	0.9292	0.998	Up					-0.376223134	0.291684642	-0.084538492											-0.032460293	0.025166362	-0.007293931	-0.375052798	0.292567098	0.00	0.00		
39	2001	0.998	0.586	1.0918	0.645	Up					-0.640734962	-0.30092817	-0.941663132											-0.055282205	-0.025963887	-0.081246092	-0.639450634	-0.299790234	0.00	0.00		
40	2001	0.645	0.998	1.1322	0.226	Up					-0.414102255	-0.512502241	-0.926604496											-0.035728479	-0.044218361	-0.07994684	-0.412915595	-0.511273095	0.00	0.00		
41	2001	0.226	0.645	1.1141	-2.476	Down					-0.145096294	-0.331226399	-0.476322693											-0.012518816	-0.028577999	-0.041096815	-0.144025562	-0.330075401	0.00	0.00		
42	2001	-2.476	0.226	1.0859	-4.318	Down					1.589639044	-0.116057622	1.473581422											0.137153046	-0.010013376	0.12713967	1.589962192	-0.114999385	0.00	0.00		
43	2001	-4.318	-2.476	1.229	1.483	Up					2.772238042	1.271498547	4.043736589											0.239186936	0.109704069	0.348891005	2.772051549	1.271958598	0.00	0.00		
44	2001	1.483	-4.318	1.3609	-2.584	Down					-0.952114177	2.217419517	1.26530534											-0.082147806	0.191317516	0.10916971	-0.95069566	2.217471775	0.00	0.00		
45	2001	-2.584	1.483	1.3974	0.587	Up					1.658977096	-0.761563952	0.897413144											0.143135489	-0.065707243	0.077428246	1.659270363	-0.760227433	0.00	0.00		
46	2001	0.587	-2.584	1.2595	-1.962	Down					-0.376865153	1.326959711	0.950094558											-0.032515686	0.114489222	0.081973536	-0.37569454	1.327395852	0.00	0.00		
47	2001	-1.962	0.587	1.54356	1.763	Up					1.259641278	-0.301441699	0.958199579											0.108681049	-0.026008194	0.082672855	1.260106638	-0.300303542	0.00	0.00		
48	2001	1.763	-1.962	1.1262	-2.408	Down					-1.131879497	1.007544487	-0.12433501											-0.097657843	0.086930284	-0.010727559	-1.13038351	1.00811833	0.00	0.00		
49	2001	-2.408	1.763	1.2359	-1.792	Down					1.545981752	-0.905352156	0.640629596											0.133386323	-0.078113196	0.055273127	1.546323714	-0.903953649	0.00	0.00		
50	2001	-1.792	-2.408	1.3463	-0.406	Down					1.150498048	1.236578554	2.387076602											0.09926424	0.106691195	0.205955435	1.151010444	1.23705366	0.00	0.00		
51	2001	-0.406	-1.792	1.72395	1.991	Up					0.260659714	0.920244506	1.18090422											0.022489554	0.079398098	0.101887653	0.261555586	0.920855985	0.00	0.00		
52	2001	1.991	-0.406	1.3649	1.128	Up					-1.278259829	0.208492896	-1.069766933											-0.110287445	0.017988632	-0.092298814	-1.27670076	0.209411216	0.00	0.00		
53	2001	1.128	1.991	1.114	2.557	Up					-0.724197432	-1.022436836	-1.746634268											-0.062483294	-0.088215186	-0.15069848	-0.722877136	-1.020987853	0.00	0.00		
54	2001	2.557	1.128	1.3142	-2.443	Down					-1.641642583	-0.57926105	-2.220903633											-0.141639878	-0.049978267	-0.191618146	-1.639926914	-0.578003124	0.00	0.00		
55	2001	-2.443	2.557	1.3334	-0.463	Down					1.568452417	-1.31309442	0.255357997											0.135325077	-0.113292934	0.022032143	1.568784695	-1.311520133	0.00	0.00		
56	2001	-0.463	-2.443	1.2345	1.078	Up					0.297254797	1.25455208	1.551806877											0.025646955	0.108241939	0.133888894	0.298134898	1.255019437	0.00	0.00		
57	2001	1.078	-0.463	1.2808	-1.246	Down					-0.692096482	0.237764066	-0.454332416											-0.059713644	0.020514129	-0.039199515	-0.69079002	0.238669767	0.00	0.00		
58	2001	-1.246	1.078	1.2549	-3.439	Down					0.799955674	-0.553584585	0.246371089											0.069019667	-0.047762919	0.021256748	0.800619136	-0.552337728	0.00	0.00		
59	2001	-3.439	-1.246	1.3861	-0.29	Down					2.207903341	0.639857508	2.847760849											0.190496497	0.05520649	0.245702987	2.207960048	0.640589864	0.00	0.00		
60	2001	-0.29	-3.439	1.42559	4.368	Up					0.18618551	1.766027263	1.952212773											0.016063967	0.152371686	0.168435653	0.187113476	1.766274119	0.00	0.00		
61	2001	4.368	-0.29	1.368	-1.998	Down					-2.804338992	0.148923497	-2.655415495											-0.241956585	0.012849023	-0.229107563	-2.802122259	0.149867498	0.00	0.00		
62	2001	-1.998	4.368	1.2668	0.812	Up					1.282753962	-2.243095982	-0.96034202											0.110675196	-0.193532865	-0.082857669	1.283209362	-2.241120765	0.00	0.00		
63	2001	0.812	-1.998	1.0628	2.707	Up					-0.521319428	1.026031541	0.504712113											-0.044979109	0.088525335	0.043546226	-0.520086562	1.026597415	0.00	0.00		
64	2001	2.707	0.812	1.3496	-0.213	Down					-1.737945433	-0.416985792	-2.154931225											-0.149948827	-0.035977263	-0.18592609	-1.736188262	-0.415797823	0.00	0.00		
65	2001	-0.213	2.707	1.2903	1.51	Up					0.136750047	-1.390123815	-1.253373768											0.011798707	-0.11993898	-0.108140273	0.137699318	-1.38851632	0.00	0.00		
66	2001	1.51	-0.213	1.102	-0.323	Down					-0.96944869	0.109381741	-0.860066949											-0.083643417	0.009437386	-0.074206031	-0.968022703	0.110342789	0.00	0.00		
67	2001	-0.323	1.51	0.9139	1.028	Up					0.207372137	-0.775429243	-0.568057106											0.017891936	-0.066903532	-0.049011595	0.208290973	-0.774086747	0.00	0.00		
68	2001	1.028	-0.323	1.1096	3.889	Up					-0.659995532	0.165869964	-0.494125568											-0.056943995	0.014311153	-0.042632842	-0.658702904	0.166806659	0.00	0.00		
69	2001	3.889	1.028	1.9189	1.254	Up					-2.496811891	-0.52790812	-3.024720011											-0.215423343	-0.04554757	-0.260970912	-2.494727687	-0.526672332	0.00	0.00		
70	2001	1.254	3.889	1.4868	-0.854	Down					-0.805091826	-1.997115448	-2.802207274											-0.069462811	-0.172309824	-0.241772635	-0.803736669	-1.995246274	0.00	0.00		
71	2001	-0.854	1.254	1.3387	-1.498	Down					0.548284226	-0.643965742	-0.095681516											0.047305614	-0.055560946	-0.008255332	0.549056146	-0.642679921	0.00	0.00		
72	2001	-1.498	-0.854	1.0126	-1.216	Down					0.961744462	0.438554022	1.400298484											0.082978701	0.037838156	0.120816857	0.962338201	0.439373161	0.00	0.00		
73	2001	-1.216	-1.498	1.2165	1.594	Up					0.780695104	0.769266891	1.549961995											0.067357877	0.066371848	0.133729725	0.781366866	0.769943458	0.00	0.00		
74	2001	1.594	-1.216	1.2036	0.47	Up					-1.023378286	0.624451629	-0.398926657											-0.088296428	0.053877281	-0.034419147	-1.021929058	0.625190626	0.00	0.00		
75	2001	0.47	1.594	1.3452	1.501	Up					-0.30174893	-0.818565704	-1.120314634											-0.026034706	-0.070625317	-0.096660023	-0.300610688	-0.817204612	0.00	0.00		
76	2001	1.501	0.47	1.0913	-0.287	Down					-0.963670519	-0.241358771	-1.20502929											-0.08314488	-0.020824278	-0.103969158	-0.962247022	-0.240246516	0.00	0.00		
77	2001	-0.287	1.501	1.2668	1.359	Up					0.184259453	-0.770807479	-0.586548026											0.015897788	-0.066504769	-0.05060698	0.185188249	-0.769466976	0.00	0.00		
78	2001	1.359	-0.287	1.1813	0.078	Up					-0.872503821	0.147382909	-0.725120912											-0.075279075	0.012716102	-0.062562973	-0.871119612	0.148327574	0.00	0.00		
79	2001	0.078	1.359	1.3422	-1.487	Down					-0.050077482	-0.697886319	-0.747963801											-0.004320653	-0.060213178	-0.064533832	-0.049047698	-0.696577252	0.00	0.00		
80	2001	-1.487	0.078	1.1379	1.444	Up					0.954682253	-0.040055285	0.914626968											0.082369378	-0.003455944	0.078913434	0.955279036	-0.039029814	0.00	0.00		
81	2001	1.444	-1.487	1.0821	-0.245	Down					-0.927075436	0.763618069	-0.163457367											-0.079987479	0.065884471	-0.014103008	-0.92566771	0.764297071	0.00	0.00		
82	2001	-0.245	1.444	0.949	-0.183	Down					0.157294655	-0.741536309	-0.584241654											0.013571283	-0.063979271	-0.050407988	0.158235072	-0.740208425	0.00	0.00		
83	2001	-0.183	-0.245	1.0063	-0.449	Down					0.117489477	0.125814679	0.243304156											0.010136917	0.010855209	0.020992126	0.118447048	0.126768642	0.00	0.00		
84	2001	-0.449	-0.183	1.1324	-0.029	Down					0.288266531	0.093975862	0.382242393											0.024871453	0.008108176	0.032979629	0.289150506	0.094943551	0.00	0.00		
85	2001	-0.029	-0.449	1.0567	-0.758	Down					0.018618551	0.230574656	0.249193207											0.001606397	0.019893832	0.021500228	0.01961873	0.231483456	0.00	0.00		
86	2001	-0.758	-0.029	0.9062	0.261	Up					0.486650402	0.01489235	0.501542752											0.041987887	0.001284902	0.04327279	0.487448883	0.015894133	0.00	0.00		
87	2001	0.261	-0.758	0.8582	0.042	Up					-0.167566959	0.389255209	0.22168825											-0.014457571	0.033584687	0.019127116	-0.166486543	0.390095602	0.00	0.00		
88	2001	0.042	0.261	1.0718	2.845	Up					-0.026964798	-0.134031147	-0.160995945											-0.002326506	-0.01156412	-0.013890626	-0.025944974	-0.132965162	0.00	0.00		
89	2001	2.845	0.042	1.4053	0.272	Up					-1.826544055	-0.021568231	-1.848112286											-0.15759306	-0.001860893	-0.159453953	-1.824748703	-0.020550729	0.00	0.00		
90	2001	0.272	2.845	1.3556	0.269	Up					-0.174629168	-1.460990859	-1.635620027											-0.015066894	-0.126053343	-0.141120236	-0.173545708	-1.459352812	0.00	0.00		
91	2001	0.269	0.272	1.1308	1.615	Up					-0.172703111	-0.13967997	-0.312383081											-0.014900715	-0.012051497	-0.026952212	-0.171620482	-0.13861155	0.00	0.00		
92	2001	1.615	0.269	1.1749	-0.263	Down					-1.036860685	-0.138139382	-1.175000067											-0.089459681	-0.011918576	-0.101378257	-1.035405647	-0.137071626	0.00	0.00		
93	2001	-0.263	1.615	1.2604	-1.553	Down					0.168850997	-0.82934982	-0.660498823											0.014568357	-0.071555764	-0.056987407	0.169786434	-0.827984078	0.00	0.00		
94	2001	-1.553	-0.263	1.1348	0.32	Up					0.997055507	0.135058206	1.132113713											0.086025315	0.011652734	0.09767805	0.997634029	0.136008184	0.00	0.00		
95	2001	0.32	-1.553	1.1007	-1.182	Down					-0.20544608	0.797511003	0.592064923											-0.017725757	0.068808731	0.051082974	-0.20434934	0.798175393	0.00	0.00		
96	2001	-1.182	0.32	0.8281	-0.779	Down					0.758866458	-0.164329376	0.594537082											0.065474516	-0.014178232	0.051296284	0.759547627	-0.163250329	0.00	0.00		
97	2001	-0.779	-1.182	1.026	-1.566	Down					0.500132801	0.606991633	1.107124434											0.04315114	0.052370844	0.095521984	0.500925472	0.607738157	0.00	0.00		
98	2001	-1.566	-0.779	1.1586	0.62	Up					1.005401754	0.400039325	1.405441079											0.086745424	0.034515133	0.121260557	1.005976679	0.400875068	0.00	0.00		
99	2001	0.62	-1.566	1.2266	0.386	Up					-0.39805178	0.804186884	0.406135104											-0.034343655	0.069384722	0.035041068	-0.396872036	0.804848396	0.00	0.00		
100	2001	0.386	0.62	1.015	0.511	Up					-0.247819334	-0.318388166	-0.5662075											-0.021381695	-0.027470324	-0.048852019	-0.246704333	-0.317242704	0.00	0.00		
101	2001	0.511	0.386	0.8365	1.299	Up					-0.328071709	-0.19822231	-0.526294019											-0.028305818	-0.017102492	-0.045408311	-0.326922123	-0.197128652	0.00	0.00		
102	2001	1.299	0.511	1.1168	-1.055	Down					-0.833982681	-0.262413472	-1.096396153											-0.071955496	-0.022640864	-0.09459636	-0.832615073	-0.261292141	0.00	0.00		
103	2001	-1.055	1.299	1.0619	0.546	Up					0.677330045	-0.667074561	0.010255484											0.058439606	-0.05755476	0.000884846	0.678046353	-0.665778777	0.00	0.00		
104	2001	0.546	-1.055	1.0896	-0.94	Down					-0.350542374	0.541773412	0.191231038											-0.030244573	0.046743858	0.016499285	-0.349383105	0.542548052	0.00	0.00		
105	2001	-0.94	0.546	0.7262	-0.836	Down					0.60349786	-0.280386998	0.323110862											0.052069412	-0.024191608	0.027877804	0.604245986	-0.279257918	0.00	0.00		
106	2001	-0.836	-0.94	0.8701	0.116	Up					0.536727884	0.482717542	1.019445426											0.046308541	0.041648556	0.087957097	0.537504784	0.483517642	0.00	0.00		
107	2001	0.116	-0.836	1.1365	-1.135	Down					-0.074474204	0.429310495	0.354836291											-0.006425587	0.037040631	0.030615044	-0.073433906	0.430133619	0.00	0.00		
108	2001	-1.135	0.116	1.0636	-1.75	Down					0.728691565	-0.059569399	0.669122166											0.062871045	-0.005139609	0.057731436	0.729385738	-0.058535515	0.00	0.00		
109	2001	-1.75	-1.135	1.2429	-0.452	Down					1.12353325	0.582855756	1.706389006											0.096937735	0.050288416	0.147226151	1.124057266	0.583612685	0.00	0.00		
110	2001	-0.452	-1.75	1.63555	-0.488	Down					0.290192588	0.898676275	1.188868863											0.025037632	0.077537205	0.102574837	0.291075733	0.899297052	0.00	0.00		
111	2001	-0.488	-0.452	1.1116	0.343	Up					0.313305272	0.232115244	0.545420516											0.02703178	0.020026753	0.047058532	0.314178456	0.23302338	0.00	0.00		
112	2001	0.343	-0.488	1.1849	0.871	Up					-0.220212517	0.250602298	0.030389781											-0.018999796	0.021621804	0.002622008	-0.219109413	0.251502465	0.00	0.00		
113	2001	0.871	0.343	1.3501	1.136	Up					-0.559198549	-0.17614055	-0.735339099											-0.048247295	-0.015197292	-0.063444588	-0.557949359	-0.175056411	0.00	0.00		
114	2001	1.136	0.871	1.54682	-0.945	Down					-0.729333584	-0.44728402	-1.176617604											-0.062926438	-0.038591375	-0.101517813	-0.728011075	-0.44608299	0.00	0.00		
115	2001	-0.945	1.136	1.1892	-0.551	Down					0.606707955	-0.583369285	0.02333867											0.052346377	-0.050332723	0.002013654	0.607454697	-0.582109587	0.00	0.00		
116	2001	-0.551	-0.945	1.0501	-0.151	Down					0.353752469	0.485285189	0.839037658											0.030521538	0.041870091	0.072391629	0.354608222	0.486084182	0.00	0.00		
117	2001	-0.151	-0.551	1.1989	-0.468	Down					0.096944869	0.282954644	0.379899513											0.008364342	0.024413143	0.032777485	0.097911294	0.283840864	0.00	0.00		
118	2001	-0.468	-0.151	1.1621	1.249	Up					0.300464892	0.077542924	0.378007816											0.02592392	0.006690353	0.032614273	0.30134361	0.078517698	0.00	0.00		
119	2001	1.249	-0.468	1.3273	-0.148	Down					-0.801881731	0.240331712	-0.561550019											-0.069185846	0.020735664	-0.048450182	-0.800527957	0.241236307	0.00	0.00		
120	2001	-0.148	1.249	1.83236	1.008	Up					0.095018812	-0.641398096	-0.546379284											0.008198163	-0.055339411	-0.047141249	0.095986067	-0.640113381	0.00	0.00		
121	2001	1.008	-0.148	1.1283	-0.184	Down					-0.647155152	0.076002336	-0.571152816											-0.055836135	0.006557432	-0.049278703	-0.645868057	0.076977774	0.00	0.00		
122	2001	-0.184	1.008	0.62211	-1.232	Down					0.118131496	-0.517637534	-0.399506038											0.01019231	-0.04466143	-0.03446912	0.11908879	-0.516406174	0.00	0.00		
123	2001	-1.232	-0.184	0.9349	-2.35	Down					0.790967408	0.094489391	0.885456799											0.068244165	0.008152483	0.076396648	0.791634744	0.095456859	0.00	0.00		
124	2001	-2.35	-1.232	1.0567	0.688	Up					1.50874465	0.632668098	2.141412748											0.130173529	0.054586193	0.184759722	1.509102659	0.633403553	0.00	0.00		
125	2001	0.688	-2.35	1.0457	-1.44	Down					-0.441709072	1.206793855	0.765084783											-0.038110378	0.10412139	0.066011012	-0.440510514	1.207281801	0.00	0.00		
126	2001	-1.44	0.688	1.2638	-0.113	Down					0.92450736	-0.353308158	0.571199202											0.079765907	-0.030483199	0.049282709	0.925117146	-0.352147642	0.00	0.00		
127	2001	-0.113	-1.44	1.3841	2.369	Up					0.072548147	0.739482192	0.812030339											0.006259408	0.063802043	0.070061451	0.073525085	0.740171599	0.00	0.00		
128	2001	2.369	-0.113	1.394	0.624	Up					-1.520943011	0.058028811	-1.4629142											-0.131225996	0.005006688	-0.126219308	-1.519279357	0.059011997	0.00	0.00		
129	2001	0.624	2.369	1.1217	-1.088	Down					-0.400619856	-1.216550912	-1.617170768											-0.034565226	-0.104963223	-0.139528449	-0.399439006	-1.215018245	0.00	0.00		
130	2001	-1.088	0.624	1.0398	0.997	Up					0.698516672	-0.320442283	0.378074389											0.060267574	-0.027647552	0.032620022	0.699223849	-0.319295935	0.00	0.00		
131	2001	0.997	-1.088	1.2381	-0.554	Down					-0.640092943	0.558719878	-0.081373065											-0.055226812	0.048205988	-0.007020824	-0.638808892	0.559487213	0.00	0.00		
132	2001	-0.554	0.997	1.3163	0.605	Up					0.355678526	-0.511988712	-0.156310186											0.030687717	-0.044174054	-0.013486337	0.356533449	-0.510759787	0.00	0.00		
133	2001	0.605	-0.554	1.3435	-0.343	Down					-0.388421495	0.284495232	-0.103926263											-0.03351276	0.024546064	-0.008966696	-0.387245902	0.285380787	0.00	0.00		
134	2001	-0.343	0.605	1.1709	-1.637	Down					0.220212517	-0.310685227	-0.090472709											0.018999796	-0.02680572	-0.007805924	0.221125819	-0.309543085	0.00	0.00		
135	2001	-1.637	-0.343	0.9869	-1.627	Down					1.050985103	0.17614055	1.227125653											0.090678327	0.015197292	0.105875619	1.051540384	0.177072817	0.00	0.00		
136	2001	-1.627	-1.637	1.1987	1.608	Up					1.044564913	0.840647464	1.885212377											0.090124397	0.072530517	0.162654914	1.045122961	0.841293258	0.00	0.00		
137	2001	1.608	-1.627	1.2807	1.045	Up					-1.032366552	0.835512171	-0.196854381											-0.08907193	0.072087448	-0.016984482	-1.03091345	0.836160179	0.00	0.00		
138	2001	1.045	1.608	1.2139	0.24	Up					-0.670909855	-0.825755114	-1.496664969											-0.057885676	-0.071245615	-0.129131291	-0.669612523	-0.824390922	0.00	0.00		
139	2001	0.24	1.045	1.0153	-0.108	Down					-0.15408456	-0.536638119	-0.690722679											-0.013294318	-0.046300788	-0.059595106	-0.153009954	-0.535398567	0.00	0.00		
140	2001	-0.108	0.24	0.9091	0.557	Up					0.069338052	-0.123247032	-0.05390898											0.005982443	-0.010633674	-0.004651231	0.070316374	-0.122185696	0.00	0.00		
141	2001	0.557	-0.108	1.1292	0.388	Up					-0.357604583	0.055461164	-0.302143419											-0.030853896	0.004785153	-0.026068743	-0.35644227	0.056445458	0.00	0.00		
142	2001	0.388	0.557	1.3403	0.396	Up					-0.249103372	-0.28603582	-0.535139192											-0.021492481	-0.024678985	-0.046171465	-0.247987818	-0.284904305	0.00	0.00		
143	2001	0.396	0.388	1.2183	-0.524	Down					-0.254239524	-0.199249368	-0.453488892											-0.021935624	-0.017191106	-0.039126731	-0.253121756	-0.198155268	0.00	0.00		
144	2001	-0.524	0.396	0.9399	-1.142	Down					0.336417956	-0.203357603	0.133060353											0.029025927	-0.017545562	0.011480365	0.33728118	-0.202261731	0.00	0.00		
145	2001	-1.142	-0.524	0.8117	0.327	Up					0.733185698	0.269089353	1.002275051											0.063258796	0.023216855	0.086475651	0.733877935	0.26998155	0.00	0.00		
146	2001	0.327	-1.142	1.012	-1.733	Down					-0.209940213	0.586450461	0.376510248											-0.018113508	0.050598565	0.032485057	-0.208841536	0.587205841	0.00	0.00		
147	2001	-1.733	0.327	1.1246	-0.008	Down					1.112618927	-0.167924081	0.944694846											0.095996054	-0.014488381	0.081507673	1.113147647	-0.166843485	0.00	0.00		
148	2001	-0.008	-1.733	1.1042	0.569	Up					0.005136152	0.889946277	0.895082429											0.000443144	0.076783987	0.077227131	0.006142142	0.890570818	0.00	0.00		
149	2001	0.569	-0.008	0.9609	0.095	Up					-0.365308811	0.004108234	-0.361200577											-0.031518612	0.000354456	-0.031164156	-0.364143178	0.005114666	0.00	0.00		
150	2001	0.095	0.569	0.8376	-0.383	Down					-0.060991805	-0.292198172	-0.353189977											-0.005262334	-0.025210669	-0.030473003	-0.059957318	-0.291064	0.00	0.00		
151	2001	-0.383	0.095	0.9646	-0.734	Down					0.245893277	-0.048785284	0.197107994											0.021215516	-0.004209163	0.017006353	0.246795512	-0.047756049	0.00	0.00		
152	2001	-0.734	-0.383	1.0656	0.309	Up					0.471241946	0.196681722	0.667923668											0.040658456	0.016969571	0.057628027	0.472047067	0.197605134	0.00	0.00		
153	2001	0.309	-0.734	1.0554	-1.666	Down					-0.198383871	0.376930506	0.178546635											-0.017116434	0.032521319	0.015404885	-0.197290174	0.377776212	0.00	0.00		
154	2001	-1.666	0.309	0.9743	0.812	Up					1.069603654	-0.158680554	0.9109231											0.092284723	-0.013690855	0.078593868	1.070150911	-0.157603942	0.00	0.00		
